frame_id,sequence_id,surface_id,direction,step_index,rgb_path,operator_state,operator_boundary_pixel,operator_notes
4075835,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,9,surface_omega/NORMAL_LOCK/UP/up_0009_rgb.png,,,
4075836,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,10,surface_omega/NORMAL_LOCK/UP/up_0010_rgb.png,,,
4075837,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,11,surface_omega/NORMAL_LOCK/UP/up_0011_rgb.png,,,
4075838,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,12,surface_omega/NORMAL_LOCK/UP/up_0012_rgb.png,,,
4075839,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,13,surface_omega/NORMAL_LOCK/UP/up_0013_rgb.png,,,
4075840,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,14,surface_omega/NORMAL_LOCK/UP/up_0014_rgb.png,,,
4075841,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,15,surface_omega/NORMAL_LOCK/UP/up_0015_rgb.png,,,
4075842,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,16,surface_omega/NORMAL_LOCK/UP/up_0016_rgb.png,,,
4075843,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,17,surface_omega/NORMAL_LOCK/UP/up_0017_rgb.png,,,
4076705,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,0,surface_sigma/NORMAL_LOCK/DOWN/down_0000_rgb.png,,,
4076706,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,1,surface_sigma/NORMAL_LOCK/DOWN/down_0001_rgb.png,,,
4076707,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,2,surface_sigma/NORMAL_LOCK/DOWN/down_0002_rgb.png,,,
4076708,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,3,surface_sigma/NORMAL_LOCK/DOWN/down_0003_rgb.png,,,
4076709,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,4,surface_sigma/NORMAL_LOCK/DOWN/down_0004_rgb.png,,,
4076710,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,5,surface_sigma/NORMAL_LOCK/DOWN/down_0005_rgb.png,,,
4076711,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,6,surface_sigma/NORMAL_LOCK/DOWN/down_0006_rgb.png,,,
4076712,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,7,surface_sigma/NORMAL_LOCK/DOWN/down_0007_rgb.png,,,
4076713,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,8,surface_sigma/NORMAL_LOCK/DOWN/down_0008_rgb.png,,,
4076714,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,9,surface_sigma/NORMAL_LOCK/DOWN/down_0009_rgb.png,,,
4076715,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,10,surface_sigma/NORMAL_LOCK/DOWN/down_0010_rgb.png,,,
4076716,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,11,surface_sigma/NORMAL_LOCK/DOWN/down_0011_rgb.png,,,
4076717,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,12,surface_sigma/NORMAL_LOCK/DOWN/down_0012_rgb.png,,,
4076718,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,13,surface_sigma/NORMAL_LOCK/DOWN/down_0013_rgb.png,,,
4076719,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,14,surface_sigma/NORMAL_LOCK/DOWN/down_0014_rgb.png,,,
4076720,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,15,surface_sigma/NORMAL_LOCK/DOWN/down_0015_rgb.png,,,
4076721,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,16,surface_sigma/NORMAL_LOCK/DOWN/down_0016_rgb.png,,,
4076722,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,17,surface_sigma/NORMAL_LOCK/DOWN/down_0017_rgb.png,,,
4076723,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,18,surface_sigma/NORMAL_LOCK/DOWN/down_0018_rgb.png,,,
4076724,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,19,surface_sigma/NORMAL_LOCK/DOWN/down_0019_rgb.png,,,
4076725,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,20,surface_sigma/NORMAL_LOCK/DOWN/down_0020_rgb.png,,,
4076726,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,21,surface_sigma/NORMAL_LOCK/DOWN/down_0021_rgb.png,,,
4076178,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,0,surface_sigma/NORMAL_LOCK/LEFT/left_0000_rgb.png,,,
4076179,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,1,surface_sigma/NORMAL_LOCK/LEFT/left_0001_rgb.png,,,
4076180,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,2,surface_sigma/NORMAL_LOCK/LEFT/left_0002_rgb.png,,,
4076181,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,3,surface_sigma/NORMAL_LOCK/LEFT/left_0003_rgb.png,,,
4076182,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,4,surface_sigma/NORMAL_LOCK/LEFT/left_0004_rgb.png,,,
4076183,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,5,surface_sigma/NORMAL_LOCK/LEFT/left_0005_rgb.png,,,
4076184,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,6,surface_sigma/NORMAL_LOCK/LEFT/left_0006_rgb.png,,,
4076185,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,7,surface_sigma/NORMAL_LOCK/LEFT/left_0007_rgb.png,,,
4076186,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,8,surface_sigma/NORMAL_LOCK/LEFT/left_0008_rgb.png,,,
4076187,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,9,surface_sigma/NORMAL_LOCK/LEFT/left_0009_rgb.png,,,
4076188,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,10,surface_sigma/NORMAL_LOCK/LEFT/left_0010_rgb.png,,,
4076189,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,11,surface_sigma/NORMAL_LOCK/LEFT/left_0011_rgb.png,,,
4076190,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,12,surface_sigma/NORMAL_LOCK/LEFT/left_0012_rgb.png,,,
4076191,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,13,surface_sigma/NORMAL_LOCK/LEFT/left_0013_rgb.png,,,
4076192,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,14,surface_sigma/NORMAL_LOCK/LEFT/left_0014_rgb.png,,,
4076193,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,15,surface_sigma/NORMAL_LOCK/LEFT/left_0015_rgb.png,,,
4076194,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,16,surface_sigma/NORMAL_LOCK/LEFT/left_0016_rgb.png,,,
4076195,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,17,surface_sigma/NORMAL_LOCK/LEFT/left_0017_rgb.png,,,
4076196,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,18,surface_sigma/NORMAL_LOCK/LEFT/left_0018_rgb.png,,,
4076197,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,19,surface_sigma/NORMAL_LOCK/LEFT/left_0019_rgb.png,,,
4076198,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,20,surface_sigma/NORMAL_LOCK/LEFT/left_0020_rgb.png,,,
4076199,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,21,surface_sigma/NORMAL_LOCK/LEFT/left_0021_rgb.png,,,
4076200,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,22,surface_sigma/NORMAL_LOCK/LEFT/left_0022_rgb.png,,,
4076201,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,23,surface_sigma/NORMAL_LOCK/LEFT/left_0023_rgb.png,,,
4076202,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,24,surface_sigma/NORMAL_LOCK/LEFT/left_0024_rgb.png,,,
4076203,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,25,surface_sigma/NORMAL_LOCK/LEFT/left_0025_rgb.png,,,
4076204,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,26,surface_sigma/NORMAL_LOCK/LEFT/left_0026_rgb.png,,,
4076359,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,0,surface_sigma/NORMAL_LOCK/RIGHT/right_0000_rgb.png,,,
4076360,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,1,surface_sigma/NORMAL_LOCK/RIGHT/right_0001_rgb.png,,,
4076361,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,2,surface_sigma/NORMAL_LOCK/RIGHT/right_0002_rgb.png,,,
4076362,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,3,surface_sigma/NORMAL_LOCK/RIGHT/right_0003_rgb.png,,,
4076363,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,4,surface_sigma/NORMAL_LOCK/RIGHT/right_0004_rgb.png,,,
4076364,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,5,surface_sigma/NORMAL_LOCK/RIGHT/right_0005_rgb.png,,,
4076365,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,6,surface_sigma/NORMAL_LOCK/RIGHT/right_0006_rgb.png,,,
4076366,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,7,surface_sigma/NORMAL_LOCK/RIGHT/right_0007_rgb.png,,,
4076367,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,8,surface_sigma/NORMAL_LOCK/RIGHT/right_0008_rgb.png,,,
4076368,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,9,surface_sigma/NORMAL_LOCK/RIGHT/right_0009_rgb.png,,,
4076369,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,10,surface_sigma/NORMAL_LOCK/RIGHT/right_0010_rgb.png,,,
4076370,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,11,surface_sigma/NORMAL_LOCK/RIGHT/right_0011_rgb.png,,,
4076371,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,12,surface_sigma/NORMAL_LOCK/RIGHT/right_0012_rgb.png,,,
4076372,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,13,surface_sigma/NORMAL_LOCK/RIGHT/right_0013_rgb.png,,,
4076373,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,14,surface_sigma/NORMAL_LOCK/RIGHT/right_0014_rgb.png,,,
4076374,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,15,surface_sigma/NORMAL_LOCK/RIGHT/right_0015_rgb.png,,,
4076375,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,16,surface_sigma/NORMAL_LOCK/RIGHT/right_0016_rgb.png,,,
4076376,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,17,surface_sigma/NORMAL_LOCK/RIGHT/right_0017_rgb.png,,,
4076377,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,18,surface_sigma/NORMAL_LOCK/RIGHT/right_0018_rgb.png,,,
4076378,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,19,surface_sigma/NORMAL_LOCK/RIGHT/right_0019_rgb.png,,,
4076379,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,20,surface_sigma/NORMAL_LOCK/RIGHT/right_0020_rgb.png,,,
4076380,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,21,surface_sigma/NORMAL_LOCK/RIGHT/right_0021_rgb.png,,,
4076381,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,22,surface_sigma/NORMAL_LOCK/RIGHT/right_0022_rgb.png,,,
4076382,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,23,surface_sigma/NORMAL_LOCK/RIGHT/right_0023_rgb.png,,,
4076383,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,24,surface_sigma/NORMAL_LOCK/RIGHT/right_0024_rgb.png,,,
4076384,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,25,surface_sigma/NORMAL_LOCK/RIGHT/right_0025_rgb.png,,,
4076385,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,26,surface_sigma/NORMAL_LOCK/RIGHT/right_0026_rgb.png,,,
4076548,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,0,surface_sigma/NORMAL_LOCK/UP/up_0000_rgb.png,,,
4076549,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,1,surface_sigma/NORMAL_LOCK/UP/up_0001_rgb.png,,,
4076550,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,2,surface_sigma/NORMAL_LOCK/UP/up_0002_rgb.png,,,
4076551,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,3,surface_sigma/NORMAL_LOCK/UP/up_0003_rgb.png,,,
4076552,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,4,surface_sigma/NORMAL_LOCK/UP/up_0004_rgb.png,,,
4076553,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,5,surface_sigma/NORMAL_LOCK/UP/up_0005_rgb.png,,,
4076554,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,6,surface_sigma/NORMAL_LOCK/UP/up_0006_rgb.png,,,
4076555,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,7,surface_sigma/NORMAL_LOCK/UP/up_0007_rgb.png,,,
4076556,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,8,surface_sigma/NORMAL_LOCK/UP/up_0008_rgb.png,,,
4076557,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,9,surface_sigma/NORMAL_LOCK/UP/up_0009_rgb.png,,,
4076558,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,10,surface_sigma/NORMAL_LOCK/UP/up_0010_rgb.png,,,
4076559,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,11,surface_sigma/NORMAL_LOCK/UP/up_0011_rgb.png,,,
4076560,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,12,surface_sigma/NORMAL_LOCK/UP/up_0012_rgb.png,,,
4076561,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,13,surface_sigma/NORMAL_LOCK/UP/up_0013_rgb.png,,,
