frame_id,sequence_id,surface_id,direction,active_boundary,step_index,offset_m,label,target_pixel_coverage,occlusion_visibility_ratio,boundary_pixel_line,rgb_path
4076013,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,10,-10.0,UNKNOWN,0.31364583333333335,0.6170081967213115,"[[-796.2255898039527, 244.22445074594933], [1435.2255898039525, 244.22445074594933]]",surface_omega/NORMAL_LOCK/DOWN/down_0010_rgb.png
4076014,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,11,-11.0,UNKNOWN,0.27234375,0.6953457446808511,"[[-796.2255898039527, 185.1693760947066], [1435.2255898039525, 185.16937609470662]]",surface_omega/NORMAL_LOCK/DOWN/down_0011_rgb.png
4076015,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,12,-12.0,UNKNOWN,0.15265625,0.5724609375,"[[-796.2255898039527, 126.11430496342064], [1435.2255898039525, 126.11430496342068]]",surface_omega/NORMAL_LOCK/DOWN/down_0012_rgb.png
4076016,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,13,-13.0,UNKNOWN,0.0,0.0,"[[-796.2255898039526, 67.05923031217796], [1435.2255898039523, 67.05923031217802]]",surface_omega/NORMAL_LOCK/DOWN/down_0013_rgb.png
4076017,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,14,-14.0,UNKNOWN,0.0,0.0,"[[-796.2255898039526, 8.004159180892028], [1435.2255898039523, 8.004159180892103]]",surface_omega/NORMAL_LOCK/DOWN/down_0014_rgb.png
4076018,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,15,-15.0,OUT,0.0,0.0,"[[-796.2255898039526, -51.05092251026419], [1435.2255898039523, -51.0509225102641]]",surface_omega/NORMAL_LOCK/DOWN/down_0015_rgb.png
4076019,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,16,-16.0,OUT,0.0,0.0,"[[-796.2255898039526, -110.10599716150688], [1435.2255898039523, -110.10599716150676]]",surface_omega/NORMAL_LOCK/DOWN/down_0016_rgb.png
4076020,surface_omega/NORMAL_LOCK/DOWN,surface_omega,DOWN,BOTTOM,17,-17.0,OUT,0.0,0.0,"[[-796.2255898039525, -169.1610718127495], [1435.225589803952, -169.16107181274936]]",surface_omega/NORMAL_LOCK/DOWN/down_0017_rgb.png
4075194,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,0,-0.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[-796.2255898039522, -355.7752042982894], [-796.2255898039533, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0000_rgb.png
4075195,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,1,-1.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[-737.1705151527096, -355.7752042982894], [-737.1705151527107, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0001_rgb.png
4075196,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,2,-2.0,UNKNOWN,0.6653125,0.6653125,"[[-678.115440501467, -355.7752042982894], [-678.1154405014679, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0002_rgb.png
4075197,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,3,-3.0,UNKNOWN,0.6653125,0.6653125,"[[-619.0603658502243, -355.7752042982894], [-619.0603658502251, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0003_rgb.png
4075198,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,4,-4.0,UNKNOWN,0.6644270833333333,0.6644270833333333,"[[-560.0052911989817, -355.7752042982894], [-560.0052911989825, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0004_rgb.png
4075199,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,5,-5.0,UNKNOWN,0.6422395833333333,0.6422395833333333,"[[-500.950216547739, -355.7752042982894], [-500.9502165477397, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0005_rgb.png
4075200,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,6,-6.0,UNKNOWN,0.6653125,0.6653125,"[[-441.89514189649634, -355.7752042982894], [-441.895141896497, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0006_rgb.png
4075201,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,7,-7.0,UNKNOWN,0.6653125,0.6653125,"[[-382.8400672452536, -355.7752042982894], [-382.8400672452542, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0007_rgb.png
4075202,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,8,-8.0,UNKNOWN,0.6422916666666667,0.6422916666666667,"[[-323.7849925940109, -355.7752042982894], [-323.7849925940115, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0008_rgb.png
4075203,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,9,-9.0,UNKNOWN,0.6422916666666667,0.6422916666666667,"[[-264.7299179427682, -355.7752042982894], [-264.7299179427688, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0009_rgb.png
4075204,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,10,-10.0,UNKNOWN,0.6282291666666666,0.6282291666666666,"[[-205.67484329152558, -355.7752042982894], [-205.67484329152606, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0010_rgb.png
4075205,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,11,-11.0,UNKNOWN,0.66453125,0.66453125,"[[-146.61976864028287, -355.7752042982894], [-146.61976864028333, 834.7751972583768]]",surface_omega/NORMAL_LOCK/LEFT/left_0011_rgb.png
4075206,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,12,-12.0,UNKNOWN,0.66453125,0.66453125,"[[-87.56469398904015, -355.7752042982893], [-87.56469398904055, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0012_rgb.png
4075207,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,13,-13.0,UNKNOWN,0.62671875,0.62671875,"[[-28.50961933779745, -355.7752042982893], [-28.50961933779779, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0013_rgb.png
4075208,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,14,-14.0,UNKNOWN,0.6155208333333333,0.6479166666666667,"[[30.54545531344521, -355.7752042982893], [30.545455313444926, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0014_rgb.png
4075209,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,15,-15.0,UNKNOWN,0.56796875,0.6633211678832117,"[[89.60052996468782, -355.7752042982893], [89.6005299646876, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0015_rgb.png
4075210,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,16,-16.0,UNKNOWN,0.50140625,0.6575819672131148,"[[148.65560461593049, -355.7752042982893], [148.65560461593034, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0016_rgb.png
4075211,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,17,-17.0,UNKNOWN,0.41770833333333335,0.6188271604938271,"[[207.7106792671732, -355.7752042982893], [207.71067926717305, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0017_rgb.png
4075212,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,18,-18.0,UNKNOWN,0.3771875,0.6489247311827957,"[[266.76575391841584, -355.7752042982893], [266.76575391841584, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0018_rgb.png
4075213,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,19,-19.0,UNKNOWN,0.2969791666666667,0.6091880341880341,"[[325.8208285696585, -355.7752042982893], [325.82082856965854, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0019_rgb.png
4075214,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,20,-20.0,UNKNOWN,0.2561979166666667,0.6506613756613756,"[[384.8759032209012, -355.7752042982893], [384.87590322090125, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0020_rgb.png
4075215,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,21,-21.0,UNKNOWN,0.18645833333333334,0.608843537414966,"[[443.93097787214384, -355.7752042982893], [443.93097787214396, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0021_rgb.png
4075216,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,22,-22.0,UNKNOWN,0.10890625,0.5125,"[[502.9860525233865, -355.7752042982893], [502.98605252338666, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0022_rgb.png
4075217,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,23,-23.0,UNKNOWN,0.09458333333333334,0.7566666666666667,"[[562.0411271746292, -355.7752042982893], [562.0411271746294, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0023_rgb.png
4075218,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,24,-24.0,UNKNOWN,0.03125,1.0,"[[621.0962018258718, -355.7752042982893], [621.0962018258722, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0024_rgb.png
4075219,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,25,-25.0,OUT,0.0,0.0,"[[680.1512764771146, -355.7752042982893], [680.151276477115, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0025_rgb.png
4075220,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,26,-26.0,OUT,0.0,0.0,"[[739.2063511283573, -355.7752042982893], [739.2063511283576, 834.7751972583767]]",surface_omega/NORMAL_LOCK/LEFT/left_0026_rgb.png
4075221,surface_omega/NORMAL_LOCK/LEFT,surface_omega,LEFT,LEFT,27,-27.0,OUT,0.0,0.0,"[[798.2614257795998, -355.77520429828917], [798.2614257796002, 834.7751972583766]]",surface_omega/NORMAL_LOCK/LEFT/left_0027_rgb.png
4075508,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,0,0.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[1435.2255898039518, -355.77520429828917], [1435.225589803953, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0000_rgb.png
4075509,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,1,1.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[1376.1705151527092, -355.77520429828917], [1376.1705151527103, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0001_rgb.png
4075510,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,2,2.0,UNKNOWN,0.6644270833333333,0.6644270833333333,"[[1317.1154405014665, -355.77520429828917], [1317.1154405014674, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0002_rgb.png
4075511,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,3,3.0,UNKNOWN,0.66203125,0.66203125,"[[1258.060365850224, -355.77520429828917], [1258.0603658502248, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0003_rgb.png
4075512,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,4,4.0,UNKNOWN,0.64875,0.64875,"[[1199.0052911989812, -355.77520429828917], [1199.0052911989821, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0004_rgb.png
4075513,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,5,5.0,UNKNOWN,0.66453125,0.66453125,"[[1139.9502165477386, -355.77520429828917], [1139.9502165477395, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0005_rgb.png
4075514,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,6,6.0,UNKNOWN,0.66203125,0.66203125,"[[1080.895141896496, -355.77520429828917], [1080.8951418964966, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0006_rgb.png
4075515,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,7,7.0,UNKNOWN,0.6282291666666666,0.6282291666666666,"[[1021.8400672452534, -355.77520429828917], [1021.840067245254, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0007_rgb.png
4075516,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,8,8.0,UNKNOWN,0.6282291666666666,0.6282291666666666,"[[962.7849925940108, -355.77520429828917], [962.7849925940113, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0008_rgb.png
4075517,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,9,9.0,UNKNOWN,0.66453125,0.66453125,"[[903.7299179427681, -355.77520429828917], [903.7299179427686, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0009_rgb.png
4075518,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,10,10.0,UNKNOWN,0.66453125,0.66453125,"[[844.6748432915255, -355.77520429828917], [844.6748432915259, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0010_rgb.png
4075519,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,11,11.0,UNKNOWN,0.66203125,0.66203125,"[[785.6197686402828, -355.77520429828917], [785.6197686402832, 834.7751972583766]]",surface_omega/NORMAL_LOCK/RIGHT/right_0011_rgb.png
4075520,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,12,12.0,UNKNOWN,0.6486458333333334,0.6486458333333334,"[[726.5646939890402, -355.7752042982893], [726.5646939890405, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0012_rgb.png
4075521,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,13,13.0,UNKNOWN,0.6486458333333334,0.6486458333333334,"[[667.5096193377974, -355.7752042982893], [667.5096193377979, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0013_rgb.png
4075522,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,14,14.0,UNKNOWN,0.6416145833333333,0.6753837719298246,"[[608.4545446865548, -355.7752042982893], [608.4545446865551, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0014_rgb.png
4075523,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,15,15.0,UNKNOWN,0.5944270833333334,0.6891908212560387,"[[549.3994700353121, -355.7752042982893], [549.3994700353123, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0015_rgb.png
4075524,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,16,16.0,UNKNOWN,0.5106770833333333,0.6642953929539296,"[[490.34439538406946, -355.7752042982893], [490.34439538406957, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0016_rgb.png
4075525,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,17,17.0,UNKNOWN,0.44333333333333336,0.6567901234567901,"[[431.2893207328268, -355.7752042982893], [431.28932073282687, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0017_rgb.png
4075526,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,18,18.0,UNKNOWN,0.3968229166666667,0.6827060931899641,"[[372.2342460815841, -355.7752042982893], [372.23424608158416, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0018_rgb.png
4075527,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,19,19.0,UNKNOWN,0.35625,0.7215189873417721,"[[313.17917143034146, -355.7752042982893], [313.17917143034146, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0019_rgb.png
4075528,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,20,20.0,UNKNOWN,0.27270833333333333,0.6817708333333333,"[[254.12409677909878, -355.7752042982893], [254.12409677909875, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0020_rgb.png
4075529,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,21,21.0,UNKNOWN,0.211875,0.6918367346938775,"[[195.06902212785613, -355.7752042982893], [195.069022127856, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0021_rgb.png
4075530,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,22,22.0,UNKNOWN,0.16177083333333334,0.7612745098039215,"[[136.01394747661342, -355.7752042982893], [136.01394747661325, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0022_rgb.png
4075531,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,23,23.0,UNKNOWN,0.08104166666666666,0.6483333333333333,"[[76.9588728253708, -355.7752042982893], [76.95887282537056, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0023_rgb.png
4075532,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,24,24.0,UNKNOWN,0.03125,1.0,"[[17.90379817412814, -355.7752042982893], [17.903798174127846, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0024_rgb.png
4075533,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,25,25.0,OUT,0.0,0.0,"[[-41.15127647711456, -355.7752042982893], [-41.15127647711491, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0025_rgb.png
4075534,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,26,26.0,OUT,0.0,0.0,"[[-100.20635112835723, -355.7752042982893], [-100.20635112835761, 834.7751972583767]]",surface_omega/NORMAL_LOCK/RIGHT/right_0026_rgb.png
4075535,surface_omega/NORMAL_LOCK/RIGHT,surface_omega,RIGHT,RIGHT,27,27.0,OUT,0.0,0.0,"[[-159.26142577959996, -355.7752042982894], [-159.26142577960042, 834.7751972583768]]",surface_omega/NORMAL_LOCK/RIGHT/right_0027_rgb.png
4075826,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,0,0.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[-796.2255898039522, -355.7752042982894], [1435.2255898039518, -355.77520429828917]]",surface_omega/NORMAL_LOCK/UP/up_0000_rgb.png
4075827,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,1,1.0,UNKNOWN,0.6453125,0.6453125,"[[-796.2255898039525, -296.7201296470468], [1435.225589803952, -296.72012964704663]]",surface_omega/NORMAL_LOCK/UP/up_0001_rgb.png
4075828,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,2,2.0,UNKNOWN,0.6252604166666667,0.6252604166666667,"[[-796.2255898039525, -237.66505499580413], [1435.225589803952, -237.66505499580396]]",surface_omega/NORMAL_LOCK/UP/up_0002_rgb.png
4075829,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,3,3.0,UNKNOWN,0.6252604166666667,0.6252604166666667,"[[-796.2255898039525, -178.60998034456145], [1435.225589803952, -178.6099803445613]]",surface_omega/NORMAL_LOCK/UP/up_0003_rgb.png
4075830,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,4,4.0,UNKNOWN,0.6454166666666666,0.6454166666666666,"[[-796.2255898039525, -119.55484937401083], [1435.225589803952, -119.5548493740107]]",surface_omega/NORMAL_LOCK/UP/up_0004_rgb.png
4075831,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,5,5.0,UNKNOWN,0.6453125,0.6453125,"[[-796.2255898039526, -60.49977472276821], [1435.2255898039523, -60.499774722768116]]",surface_omega/NORMAL_LOCK/UP/up_0005_rgb.png
4075832,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,6,6.0,UNKNOWN,0.6252604166666667,0.6252604166666667,"[[-796.2255898039526, -1.4447000715255212], [1435.2255898039523, -1.444700071525442]]",surface_omega/NORMAL_LOCK/UP/up_0006_rgb.png
4075833,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,7,7.0,UNKNOWN,0.5846354166666666,0.6681547619047619,"[[-796.2255898039526, 57.61037457971721], [1435.2255898039523, 57.61037457971726]]",surface_omega/NORMAL_LOCK/UP/up_0007_rgb.png
4075834,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,8,8.0,UNKNOWN,0.4983854166666667,0.6645138888888888,"[[-796.2255898039526, 116.66544923095991], [1435.2255898039523, 116.66544923095996]]",surface_omega/NORMAL_LOCK/UP/up_0008_rgb.png
4075835,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,9,9.0,UNKNOWN,0.37859375,0.5977796052631579,"[[-796.2255898039527, 175.7205238822026], [1435.2255898039525, 175.7205238822026]]",surface_omega/NORMAL_LOCK/UP/up_0009_rgb.png
4075836,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,10,10.0,STRADDLE,0.331875,0.6528688524590164,"[[-796.2255898039527, 234.7755985334453], [1435.2255898039525, 234.7755985334453]]",surface_omega/NORMAL_LOCK/UP/up_0010_rgb.png
4075837,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,11,11.0,UNKNOWN,0.2750520833333333,0.7175271739130434,"[[-796.2255898039527, 293.830673184688], [1435.2255898039525, 293.830673184688]]",surface_omega/NORMAL_LOCK/UP/up_0011_rgb.png
4075838,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,12,12.0,UNKNOWN,0.1921875,0.7439516129032258,"[[-796.2255898039527, 352.8857478359307], [1435.2255898039525, 352.88574783593066]]",surface_omega/NORMAL_LOCK/UP/up_0012_rgb.png
4075839,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,13,13.0,STRADDLE,0.13333333333333333,0.9411764705882353,"[[-796.2255898039531, 411.9408224871734], [1435.2255898039527, 411.94082248717336]]",surface_omega/NORMAL_LOCK/UP/up_0013_rgb.png
4075840,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,14,14.0,UNKNOWN,0.005625,0.3375,"[[-796.2255898039531, 470.9958971384162], [1435.2255898039527, 470.9958971384161]]",surface_omega/NORMAL_LOCK/UP/up_0014_rgb.png
4075841,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,15,15.0,OUT,0.0,0.0,"[[-796.2255898039531, 530.0509717896588], [1435.2255898039527, 530.0509717896588]]",surface_omega/NORMAL_LOCK/UP/up_0015_rgb.png
4075842,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,16,16.0,OUT,0.0,0.0,"[[-796.2255898039531, 589.1060464409017], [1435.2255898039527, 589.1060464409015]]",surface_omega/NORMAL_LOCK/UP/up_0016_rgb.png
4075843,surface_omega/NORMAL_LOCK/UP,surface_omega,UP,TOP,17,17.0,OUT,0.0,0.0,"[[-796.2255898039532, 648.1611210921443], [1435.225589803953, 648.1611210921442]]",surface_omega/NORMAL_LOCK/UP/up_0017_rgb.png
4076705,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,0,-0.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 745.1721916018736], [956.4815702550666, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/DOWN/down_0000_rgb.png
4076706,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,1,-1.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 704.0376913390398], [956.4815702550666, 704.0376913390398]]",surface_sigma/NORMAL_LOCK/DOWN/down_0001_rgb.png
4076707,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,2,-2.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 662.9031910762061], [956.4815702550666, 662.9031910762061]]",surface_sigma/NORMAL_LOCK/DOWN/down_0002_rgb.png
