frame_id,timestamp,pose,surface_id,x,y,z,roll,pitch,yaw,K,building_semantic_tag,target_instance_ids,rgb_path,depth_path,semantic_path,instance_path,rgb_sha256,depth_sha256,semantic_sha256,instance_sha256,agl_m,target_mask_coverage,envelope_coverage,label,failure_reason
4362198,64612.46923201543,TOP_NEAR_BOUNDARY,surface_omega,-94.25432586669922,275.97454833984375,19.119436264038086,-0.0,1.2722218874358041e-14,-90.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10040323],results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_01_rgb.png,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_01_depth_m.npy,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_01_semantic_raw.png,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_01_instance_raw.png,a7421549d8d0fe82ba70eeb623945f21109e82450f70842aa53f94f0e1c1d797,f2128810052e46901921f9eaf1d115a44e11aebe9edf22c610c4d66a14641ce6,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,ac2d5ef85bc2252765b915f28d05e9353594e7794f16655287f6fd47ec05e6c2,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362199,64612.51923201617,TOP_NEAR_BOUNDARY,surface_omega,-94.25432586669922,275.97454833984375,19.119436264038086,-0.0,1.2722218874358041e-14,-90.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10040323],results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_02_rgb.png,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_02_depth_m.npy,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_02_semantic_raw.png,results/mask0/raw/surface_omega/TOP_NEAR_BOUNDARY/top_near_boundary_02_instance_raw.png,9018c9e337248b0a6d741ee8f9bd4c3b1f8484baf2966220c6911ad0801fdc1e,f2128810052e46901921f9eaf1d115a44e11aebe9edf22c610c4d66a14641ce6,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,ac2d5ef85bc2252765b915f28d05e9353594e7794f16655287f6fd47ec05e6c2,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362207,64612.7988691862,BOTTOM_SAFE_VIEW,surface_omega,-94.25432586669922,275.97454833984375,5.733194351196289,-0.0,1.2722218874358041e-14,-90.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10040323],results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_00_rgb.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_00_depth_m.npy,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_00_semantic_raw.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_00_instance_raw.png,2d4a7655617b5265eaa08337720bb5f024a53d4c09abf5f4a103bfa4dd87976a,010c05ea17baefee81f3e5a13db7a4ef777342d698224c9e5837508a6f3e59a9,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,ac2d5ef85bc2252765b915f28d05e9353594e7794f16655287f6fd47ec05e6c2,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362208,64612.84886918694,BOTTOM_SAFE_VIEW,surface_omega,-94.25432586669922,275.97454833984375,5.733194351196289,-0.0,1.2722218874358041e-14,-90.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10040323],results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_01_rgb.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_01_depth_m.npy,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_01_semantic_raw.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_01_instance_raw.png,862f7b68137d4a2c5462bb5ed32dce9a58647d405d7f6f3dbf2063d94658658f,010c05ea17baefee81f3e5a13db7a4ef777342d698224c9e5837508a6f3e59a9,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,ac2d5ef85bc2252765b915f28d05e9353594e7794f16655287f6fd47ec05e6c2,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362209,64612.89886918769,BOTTOM_SAFE_VIEW,surface_omega,-94.25432586669922,275.97454833984375,5.733194351196289,-0.0,1.2722218874358041e-14,-90.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10040323],results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_02_rgb.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_02_depth_m.npy,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_02_semantic_raw.png,results/mask0/raw/surface_omega/BOTTOM_SAFE_VIEW/bottom_safe_view_02_instance_raw.png,ebd6b37a91d9efcc133bb678536444817b3d935761bf482f56d412153e6e503b,010c05ea17baefee81f3e5a13db7a4ef777342d698224c9e5837508a6f3e59a9,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,ac2d5ef85bc2252765b915f28d05e9353594e7794f16655287f6fd47ec05e6c2,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362217,64613.17164710595,CENTER,surface_sigma,203.12228393554688,152.92327880859375,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/CENTER/center_00_rgb.png,results/mask0/raw/surface_sigma/CENTER/center_00_depth_m.npy,results/mask0/raw/surface_sigma/CENTER/center_00_semantic_raw.png,results/mask0/raw/surface_sigma/CENTER/center_00_instance_raw.png,5f7f2b48d5282aa12c2baeb98d5d084f9fc336b801729e8bd01c7be41a609e6f,b437ac2fa86c2ce37b3f7eca24927732a4d6bfb05551b3fcf59098815ef66c57,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,856a34637276ed0d300eb6518c9f9eb228fee6ca2bb107e8ed4804b1f6ef6f30,,1.0,1.0,IN,
4362218,64613.22164710669,CENTER,surface_sigma,203.12228393554688,152.92327880859375,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/CENTER/center_01_rgb.png,results/mask0/raw/surface_sigma/CENTER/center_01_depth_m.npy,results/mask0/raw/surface_sigma/CENTER/center_01_semantic_raw.png,results/mask0/raw/surface_sigma/CENTER/center_01_instance_raw.png,6cf93e6ccca5f2912f5e30387f5409e79631c34b605a9595fa89e8e682f87134,b437ac2fa86c2ce37b3f7eca24927732a4d6bfb05551b3fcf59098815ef66c57,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,856a34637276ed0d300eb6518c9f9eb228fee6ca2bb107e8ed4804b1f6ef6f30,,1.0,1.0,IN,
4362219,64613.27164710744,CENTER,surface_sigma,203.12228393554688,152.92327880859375,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/CENTER/center_02_rgb.png,results/mask0/raw/surface_sigma/CENTER/center_02_depth_m.npy,results/mask0/raw/surface_sigma/CENTER/center_02_semantic_raw.png,results/mask0/raw/surface_sigma/CENTER/center_02_instance_raw.png,7a6909ac4d3d3abd5508cbac4ff1d4f1059776c88a566d72cccc37020a54c17c,b437ac2fa86c2ce37b3f7eca24927732a4d6bfb05551b3fcf59098815ef66c57,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,856a34637276ed0d300eb6518c9f9eb228fee6ca2bb107e8ed4804b1f6ef6f30,,1.0,1.0,IN,
4362227,64613.55442930164,LEFT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,141.9906463623047,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_00_rgb.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_00_depth_m.npy,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_00_semantic_raw.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_00_instance_raw.png,603344e6fd9b79f6af4d991e2ca038cb19605f2afa8607a440ec7d38408ddf99,f3e46681002dc52ee8054e468c1ef5a059506696fb90d2538763d5d2b33f3a4f,56d2a284078dd62014f0427eddb96c247cac23136b686f4823a682d6f0b2f5c3,723151bdc981499ac1f6471ac29f29227297a4c8af623ccf6384855655409bda,,0.80578125,0.80578125,STRADDLE,
4362228,64613.60442930239,LEFT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,141.9906463623047,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_01_rgb.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_01_depth_m.npy,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_01_semantic_raw.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_01_instance_raw.png,9bd9d1a6d6c62571b095cc0278499f0e18eeb4071578ec4d56fff676b5cb9d46,f3e46681002dc52ee8054e468c1ef5a059506696fb90d2538763d5d2b33f3a4f,56d2a284078dd62014f0427eddb96c247cac23136b686f4823a682d6f0b2f5c3,723151bdc981499ac1f6471ac29f29227297a4c8af623ccf6384855655409bda,,0.80578125,0.80578125,STRADDLE,
4362229,64613.65442930313,LEFT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,141.9906463623047,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_02_rgb.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_02_depth_m.npy,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_02_semantic_raw.png,results/mask0/raw/surface_sigma/LEFT_NEAR_BOUNDARY/left_near_boundary_02_instance_raw.png,22d0f02cb5c1ba9c82fe69977adfc80795725c65f38ebefc3f6cdf5068cba702,f3e46681002dc52ee8054e468c1ef5a059506696fb90d2538763d5d2b33f3a4f,56d2a284078dd62014f0427eddb96c247cac23136b686f4823a682d6f0b2f5c3,723151bdc981499ac1f6471ac29f29227297a4c8af623ccf6384855655409bda,,0.80578125,0.80578125,STRADDLE,
4362237,64613.930365492706,RIGHT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,163.8559112548828,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_00_rgb.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_00_depth_m.npy,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_00_semantic_raw.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_00_instance_raw.png,185d27e31710da984a46525a68c032dd8cab3c749433a4a7189f0b34c018b9b4,6b7d4fa072a4fcc19f0fdd6f2391d94a70824030208ebc38ec6e9369f49fd4a4,045ecafc34e3349bfd26f9661b963b6b5f6d696011efb2a06deb5225a0b4d0cb,37b854431195a7c4dfc8e3c3c74c64c6e2c1351a20320702e006e534017d2a1f,,0.7713313802083334,0.7713313802083334,STRADDLE,
4362238,64613.98036549345,RIGHT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,163.8559112548828,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_01_rgb.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_01_depth_m.npy,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_01_semantic_raw.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_01_instance_raw.png,01f9808a8c22d1aaf98409123de60deceeca0964ba7939d261057fa5b2bdd59f,6b7d4fa072a4fcc19f0fdd6f2391d94a70824030208ebc38ec6e9369f49fd4a4,045ecafc34e3349bfd26f9661b963b6b5f6d696011efb2a06deb5225a0b4d0cb,37b854431195a7c4dfc8e3c3c74c64c6e2c1351a20320702e006e534017d2a1f,,0.7713313802083334,0.7713313802083334,STRADDLE,
4362239,64614.030365494196,RIGHT_NEAR_BOUNDARY,surface_sigma,203.12228393554688,163.8559112548828,14.006122589111328,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_02_rgb.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_02_depth_m.npy,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_02_semantic_raw.png,results/mask0/raw/surface_sigma/RIGHT_NEAR_BOUNDARY/right_near_boundary_02_instance_raw.png,8353ae18cc68acaf8c6ded223c0e1ea28a776cff8f97a652951abefc38bc966d,6b7d4fa072a4fcc19f0fdd6f2391d94a70824030208ebc38ec6e9369f49fd4a4,045ecafc34e3349bfd26f9661b963b6b5f6d696011efb2a06deb5225a0b4d0cb,37b854431195a7c4dfc8e3c3c74c64c6e2c1351a20320702e006e534017d2a1f,,0.7713313802083334,0.7713313802083334,STRADDLE,
4362247,64614.3157805159,TOP_NEAR_BOUNDARY,surface_sigma,203.12228393554688,152.92327880859375,22.884748458862305,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_00_rgb.png,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_00_depth_m.npy,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_00_semantic_raw.png,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_00_instance_raw.png,649a85e01232348cab93a3d4ac5ed50e21f77bdcf652301f244828d768a84633,99b7674b47edb3379056f2f5c907c81c51ed7d1ddc42c0c9efc2b0736f11cd84,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,856a34637276ed0d300eb6518c9f9eb228fee6ca2bb107e8ed4804b1f6ef6f30,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
4362248,64614.365780516644,TOP_NEAR_BOUNDARY,surface_sigma,203.12228393554688,152.92327880859375,22.884748458862305,-0.0,0.0,0.0,"[[320.00000000000006, 0.0, 319.5], [0.0, 320.00000000000006, 239.5], [0.0, 0.0, 1.0]]",3,[10047747],results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_01_rgb.png,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_01_depth_m.npy,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_01_semantic_raw.png,results/mask0/raw/surface_sigma/TOP_NEAR_BOUNDARY/top_near_boundary_01_instance_raw.png,45d979502af42a62c4fb4e75ed7fb591f6a9a258140eb8f889c4f2c23d438b8a,99b7674b47edb3379056f2f5c907c81c51ed7d1ddc42c0c9efc2b0736f11cd84,482de965ec0abedbc86fafef4cc57066a04eab732900d003a4052f95a2d8157c,856a34637276ed0d300eb6518c9f9eb228fee6ca2bb107e8ed4804b1f6ef6f30,,1.0,1.0,UNKNOWN,mask/edge evidence did not meet state criteria
